draft_year,Rk,Pk,Tm,Player,College,Yrs,G,MP_total,PTS_total,TRB_total,AST_total,FG_pct,3P_pct,FT_pct,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per48,BPM,VORP,reason
1972,131.0,131.0,BUF,John Collins,State University of New York at Brockport,,,,,,,,,,,,,,,,,,no career
1972,132.0,132.0,CLE,Greg Starrick,Southern Illinois,,,,,,,,,,,,,,,,,,no career
1972,133.0,133.0,DET,Jesse Mangham,Ferris State University,,,,,,,,,,,,,,,,,,no career
1972,134.0,134.0,KCO,Steve McMahon,Merrimack College,,,,,,,,,,,,,,,,,,no career
1972,135.0,135.0,PHI,Rod Murray,UCLA,,,,,,,,,,,,,,,,,,no career
1972,136.0,136.0,ATL,Larry Strozier,Morehouse College,,,,,,,,,,,,,,,,,,no career
1972,137.0,137.0,BAL,Ruppert Breedlove,Oglethorpe University,,,,,,,,,,,,,,,,,,no career
1972,138.0,138.0,SEA,Dwight Holiday,Hawaii,,,,,,,,,,,,,,,,,,no career
1972,139.0,139.0,NYK,Tom Sullivan,Fordham,,,,,,,,,,,,,,,,,,no career
1972,140.0,140.0,PHO,Bill Kennedy,Arizona,,,,,,,,,,,,,,,,,,no career
1972,141.0,141.0,GSW,Bill Duwe,California,,,,,,,,,,,,,,,,,,no career
1972,142.0,142.0,CHI,Ralph Houston,West Texas A&M University,,,,,,,,,,,,,,,,,,no career
1972,143.0,143.0,MIL,Jim Regenold,Ball State University,,,,,,,,,,,,,,,,,,no career
1972,144.0,144.0,POR,Kresimir Cosic,BYU,,,,,,,,,,,,,,,,,,no career
1972,145.0,145.0,CLE,Kent Martens,Abilene Christian University,,,,,,,,,,,,,,,,,,no career
1972,146.0,146.0,DET,Kent Hollenbeck,Kentucky,,,,,,,,,,,,,,,,,,no career
1972,147.0,147.0,PHI,Gary Watson,Wisconsin,,,,,,,,,,,,,,,,,,no career
1972,148.0,148.0,KCO,David Hall,Kansas State,,,,,,,,,,,,,,,,,,no career
1972,149.0,149.0,ATL,Jim Clesson,Tulsa,,,,,,,,,,,,,,,,,,no career
1972,150.0,150.0,BAL,Wilbert Loftin,Louisiana,,,,,,,,,,,,,,,,,,no career
1972,151.0,151.0,SEA,Dan Steward,Washington State,,,,,,,,,,,,,,,,,,no career
1972,152.0,152.0,NYK,Richie Garner,Manhattan University,,,,,,,,,,,,,,,,,,no career
1972,153.0,153.0,PHO,Al Vilcheck,Louisville,,,,,,,,,,,,,,,,,,no career
1972,154.0,154.0,BOS,Marty Hunt,Kenyon College,,,,,,,,,,,,,,,,,,no career
1972,155.0,155.0,CHI,Chuck Taylor,West Liberty State College,,,,,,,,,,,,,,,,,,no career
1972,156.0,156.0,MIL,Jolly Spight,Santa Clara,,,,,,,,,,,,,,,,,,no career
1972,157.0,157.0,POR,Jimmy Wilkins,San Diego State,,,,,,,,,,,,,,,,,,no career
1972,158.0,158.0,BUF,Jim Prokell,Edinboro University of Pennsylvania,,,,,,,,,,,,,,,,,,no career
1972,159.0,159.0,KCO,Floyd Mathew,Northern Arizona University,,,,,,,,,,,,,,,,,,no career
1972,160.0,160.0,ATL,Charles Allen,Texas Southern,,,,,,,,,,,,,,,,,,no career
1972,161.0,161.0,BAL,Arvin Watkins,Jackson State University,,,,,,,,,,,,,,,,,,no career
1972,162.0,162.0,SEA,Steve Turner,Vanderbilt,,,,,,,,,,,,,,,,,,no career
1972,163.0,163.0,NYK,Chic Downing,Benedictine College,,,,,,,,,,,,,,,,,,no career
1972,164.0,164.0,PHO,John Belcher,Arkansas State University,,,,,,,,,,,,,,,,,,no career
1972,166.0,166.0,CHI,Jackie Young,Rocky Mountain College,,,,,,,,,,,,,,,,,,no career
1972,167.0,167.0,BUF,Frank DeWitt,Virginia,,,,,,,,,,,,,,,,,,no career
1972,168.0,168.0,KCO,Len Baltimore,George Washington,,,,,,,,,,,,,,,,,,no career
1972,169.0,169.0,ATL,James Green,Paine College,,,,,,,,,,,,,,,,,,no career
1972,170.0,170.0,BAL,Lloyd Adams,Rhode Island,,,,,,,,,,,,,,,,,,no career
1972,171.0,171.0,SEA,Greg Daust,Missouri-St. Louis,,,,,,,,,,,,,,,,,,no career
1972,172.0,172.0,PHO,Mark Soderberg,Utah,,,,,,,,,,,,,,,,,,no career
1972,173.0,173.0,BOS,Phil Stephens,South Carolina State,,,,,,,,,,,,,,,,,,no career
1972,174.0,174.0,CHI,Al Cotler,Penn,,,,,,,,,,,,,,,,,,no career
1972,175.0,175.0,POR,Larry Morris,Tulsa,,,,,,,,,,,,,,,,,,no career
1972,176.0,176.0,BUF,Kim Huband,UNC,,,,,,,,,,,,,,,,,,no career
1972,177.0,177.0,KCO,Kent Scott,Pitt,,,,,,,,,,,,,,,,,,no career
1972,178.0,178.0,BAL,Mike Krawczyk,Loyola (MD),,,,,,,,,,,,,,,,,,no career
1972,179.0,179.0,PHO,Kelly Utley,Shaw,,,,,,,,,,,,,,,,,,no career
1972,181.0,181.0,POR,Paul Kelley,Shaw,,,,,,,,,,,,,,,,,,no career
1972,182.0,182.0,BUF,Craig Corson,UNC,,,,,,,,,,,,,,,,,,no career
1972,184.0,184.0,BAL,Aubrey Nash,Kansas,,,,,,,,,,,,,,,,,,no career
1972,185.0,185.0,SEA,Cleveland Hill,Nicholls State,,,,,,,,,,,,,,,,,,no career
1972,186.0,186.0,PHO,Ray Golson,West Texas A&M University,,,,,,,,,,,,,,,,,,no career
1972,187.0,187.0,CHI,Andrew Pettes,Oklahoma,,,,,,,,,,,,,,,,,,no career
1972,188.0,188.0,POR,Rich Habegger,Wake Forest,,,,,,,,,,,,,,,,,,no career
1972,189.0,189.0,BUF,Paul Hoffman,St. Bonaventure,,,,,,,,,,,,,,,,,,no career
1972,190.0,190.0,KCO,Mike Jeffries,Oklahoma State,,,,,,,,,,,,,,,,,,no career
1972,191.0,191.0,BAL,Gary Handleman,Johns Hopkins University,,,,,,,,,,,,,,,,,,no career
1972,192.0,192.0,CHI,Greg Lowery,Texas Tech,,,,,,,,,,,,,,,,,,no career
1972,193.0,193.0,POR,Mose Adolph,California State University Los Angeles,,,,,,,,,,,,,,,,,,no career
1972,194.0,194.0,BUF,Norman Bounds,State University of New York at Brockport,,,,,,,,,,,,,,,,,,no career
1972,195.0,195.0,KCO,Mike Peterson,Nebraska,,,,,,,,,,,,,,,,,,no career
1972,196.0,196.0,CHI,Charles Hall,Montana-Western,,,,,,,,,,,,,,,,,,no career
1972,197.0,197.0,CHI,John Thornton,South Carolina State,,,,,,,,,,,,,,,,,,no career
1972,198.0,198.0,CHI,Ron Manning,Manhattan University,,,,,,,,,,,,,,,,,,no career
1973,11.0,11.0,GSW,Kevin Joyce,South Carolina,,,,,,,,,,,,,,,,,,no career
1973,15.0,15.0,POR,Barry Parkhill,Virginia,,,,,,,,,,,,,,,,,,no career
1973,18.0,18.0,PHI,Raymond Lewis,California State University Los Angeles,,,,,,,,,,,,,,,,,,no career
1973,23.0,23.0,LAL,Billy Schaeffer,St. John's,,,,,,,,,,,,,,,,,,no career
1973,26.0,26.0,CLE,Allan Hornyak,Ohio State,,,,,,,,,,,,,,,,,,no career
1973,28.0,28.0,NYK,Pat McFarland,Saint Joseph's,,,,,,,,,,,,,,,,,,no career
1973,30.0,30.0,CHI,Wendell Hudson,Alabama,,,,,,,,,,,,,,,,,,no career
1973,34.0,34.0,LAL,John Perry,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,,no career
1973,37.0,37.0,CLE,Jim O'Brien,Maryland,,,,,,,,,,,,,,,,,,no career
1973,39.0,39.0,CHI,Martin Terry,Arkansas,,,,,,,,,,,,,,,,,,no career
1973,40.0,40.0,CLE,Ozie Edwards,Oklahoma City University,,,,,,,,,,,,,,,,,,no career
1973,41.0,41.0,CLE,James Lister,Sam Houston State University,,,,,,,,,,,,,,,,,,no career
1973,43.0,43.0,PHO,Steve Mitchell,Kansas State,,,,,,,,,,,,,,,,,,no career
1973,46.0,46.0,GSW,Jim Retseck,Auburn,,,,,,,,,,,,,,,,,,no career
1973,47.0,47.0,CHI,Steve Newsome,Houston,,,,,,,,,,,,,,,,,,no career
1973,52.0,52.0,BOS,Martinez Denmon,Iowa State,,,,,,,,,,,,,,,,,,no career
1973,53.0,53.0,PHI,Darryl Minniefield,New Mexico,,,,,,,,,,,,,,,,,,no career
1973,54.0,54.0,BUF,Doug Little,Oregon,,,,,,,,,,,,,,,,,,no career
1973,56.0,56.0,SEA,June Harris,North Carolina A&T,,,,,,,,,,,,,,,,,,no career
1973,58.0,58.0,HOU,Lee Colburn,South Dakota State,,,,,,,,,,,,,,,,,,no career
1973,59.0,59.0,MIL,Clyde Turner,Minnesota,,,,,,,,,,,,,,,,,,no career
1973,60.0,60.0,PHO,Ronnie Robinson,Memphis,,,,,,,,,,,,,,,,,,no career
1973,61.0,61.0,DET,Ken Brady,Michigan,,,,,,,,,,,,,,,,,,no career
1973,62.0,62.0,ATL,James Brown,Harvard University,,,,,,,,,,,,,,,,,,no career
1973,63.0,63.0,GSW,Ron King,Florida State,,,,,,,,,,,,,,,,,,no career
1973,65.0,65.0,CAP,Aron Stewart,Richmond,,,,,,,,,,,,,,,,,,no career
1973,67.0,67.0,MIL,Harry Rogers,Saint Louis,,,,,,,,,,,,,,,,,,no career
1973,68.0,68.0,LAL,Larry Finch,Memphis,,,,,,,,,,,,,,,,,,no career
1973,69.0,69.0,BOS,Richie Fuqua,Oral Roberts,,,,,,,,,,,,,,,,,,no career
1973,70.0,70.0,PHI,Reggie Royals,Florida State,,,,,,,,,,,,,,,,,,no career
1973,71.0,71.0,POR,Fran Costello,Providence,,,,,,,,,,,,,,,,,,no career
1973,72.0,72.0,BUF,Randy Knoll,Marshall,,,,,,,,,,,,,,,,,,no career
1973,73.0,73.0,SEA,Chuck Iverson,South Dakota,,,,,,,,,,,,,,,,,,no career
1973,75.0,75.0,HOU,Gary Rhoades,Colorado State,,,,,,,,,,,,,,,,,,no career
1973,77.0,77.0,PHO,Clinton Harris,Iowa State,,,,,,,,,,,,,,,,,,no career
1973,78.0,78.0,DET,Henry Wilmore,Michigan,,,,,,,,,,,,,,,,,,no career
1973,79.0,79.0,ATL,Dave Winfield,Minnesota,,,,,,,,,,,,,,,,,,no career
1973,80.0,80.0,GSW,Nate Stephens,Cal State Long Beach,,,,,,,,,,,,,,,,,,no career
1973,81.0,81.0,CHI,Roy Simpson,Furman University,,,,,,,,,,,,,,,,,,no career
1973,82.0,82.0,CAP,Danny Traylor,South Carolina,,,,,,,,,,,,,,,,,,no career
1973,84.0,84.0,LAL,Kresimir Cosic,BYU,,,,,,,,,,,,,,,,,,no career
1973,85.0,85.0,MIL,Larry Jackson,Northern Illinois,,,,,,,,,,,,,,,,,,no career
1973,86.0,86.0,BOS,Byron Jones,San Francisco,,,,,,,,,,,,,,,,,,no career
1973,87.0,87.0,PHI,Sterling Wright,Lincoln University (PA),,,,,,,,,,,,,,,,,,no career
1973,89.0,89.0,POR,Neal Jurgensen,Oregon State,,,,,,,,,,,,,,,,,,no career
1973,90.0,90.0,SEA,Bill McCoy,University of Northern Iowa,,,,,,,,,,,,,,,,,,no career
1973,91.0,91.0,CLE,Willie Calvert,Abilene Christian University,,,,,,,,,,,,,,,,,,no career
1973,92.0,92.0,HOU,Tom Peck,University of Wisconsin-Eau Claire,,,,,,,,,,,,,,,,,,no career
1973,93.0,93.0,KCO,Mike Quick,San Francisco,,,,,,,,,,,,,,,,,,no career
1973,94.0,94.0,PHO,Gene Doyle,Holy Cross,,,,,,,,,,,,,,,,,,no career
1973,97.0,97.0,GSW,Bob Lauriski,Utah State University,,,,,,,,,,,,,,,,,,no career
1973,99.0,99.0,CAP,Mike Allocco,Stonehill College,,,,,,,,,,,,,,,,,,no career
1973,100.0,100.0,NYK,Lawrence Lilly,Alabama State University,,,,,,,,,,,,,,,,,,no career
1973,101.0,101.0,MIL,James Floyd,Shaw,,,,,,,,,,,,,,,,,,no career
1973,102.0,102.0,LAL,David Brent,Jacksonville University,,,,,,,,,,,,,,,,,,no career
1973,103.0,103.0,BOS,Joe Cafferky,NC State,,,,,,,,,,,,,,,,,,no career
1973,104.0,104.0,PHI,James Greene,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,,no career
1973,105.0,105.0,POR,Larry Hollyfield,UCLA,,,,,,,,,,,,,,,,,,no career
1973,107.0,107.0,SEA,Jim Andrews,Kentucky,,,,,,,,,,,,,,,,,,no career
1973,108.0,108.0,CLE,Larry Farmer,UCLA,,,,,,,,,,,,,,,,,,no career
1973,109.0,109.0,HOU,Fred DeVaughn,Westmont College,,,,,,,,,,,,,,,,,,no career
1973,110.0,110.0,KCO,Mike Jeffries,Missouri,,,,,,,,,,,,,,,,,,no career
1973,111.0,111.0,PHO,Jerry Bisbano,Louisiana,,,,,,,,,,,,,,,,,,no career
1973,112.0,112.0,DET,Fred Smiley,Northwood University,,,,,,,,,,,,,,,,,,no career
1973,113.0,113.0,ATL,Pete Harris,Stephen F. Austin,,,,,,,,,,,,,,,,,,no career
1973,114.0,114.0,GSW,Steve Smith,Loyola Marymount,,,,,,,,,,,,,,,,,,no career
1973,115.0,115.0,CHI,Billy Harris,Northern Illinois,,,,,,,,,,,,,,,,,,no career
1973,116.0,116.0,CAP,Ronnie Hogue,Georgia,,,,,,,,,,,,,,,,,,no career
1973,117.0,117.0,NYK,Mike Moore,Manhattan University,,,,,,,,,,,,,,,,,,no career
1973,119.0,119.0,MIL,Eddie Childress,Austin Peay State University,,,,,,,,,,,,,,,,,,no career
1973,120.0,120.0,BOS,Mike Stewart,Santa Clara,,,,,,,,,,,,,,,,,,no career
1973,121.0,121.0,PHI,Dave Langston,Drake University,,,,,,,,,,,,,,,,,,no career
1973,122.0,122.0,BUF,Carl Jackson,St. Bonaventure,,,,,,,,,,,,,,,,,,no career
1973,123.0,123.0,POR,Lindell Reason,Eastern Michigan,,,,,,,,,,,,,,,,,,no career
1973,124.0,124.0,SEA,Wardell Jeffries,Oklahoma Baptist University,,,,,,,,,,,,,,,,,,no career
1973,125.0,125.0,CLE,John Ritter,Indiana,,,,,,,,,,,,,,,,,,no career
1973,126.0,126.0,HOU,John Thomas,Missouri Southern State,,,,,,,,,,,,,,,,,,no career
1973,127.0,127.0,KCO,Mike Williams,Kentucky Wesleyan College,,,,,,,,,,,,,,,,,,no career
1973,130.0,130.0,ATL,Tim Dominey,Valdosta State University,,,,,,,,,,,,,,,,,,no career
1973,131.0,131.0,GSW,Jeff Dawson,Illinois,,,,,,,,,,,,,,,,,,no career
1973,132.0,132.0,CHI,B.G. Brosterhous,Texas,,,,,,,,,,,,,,,,,,no career
1973,133.0,133.0,CAP,Mark Jellison,Northeastern University,,,,,,,,,,,,,,,,,,no career
1973,134.0,134.0,NYK,Steve Rowell,Rhode Island,,,,,,,,,,,,,,,,,,no career
1973,135.0,135.0,MIL,Walt McGary,Chattanooga,,,,,,,,,,,,,,,,,,no career
1973,136.0,136.0,LAL,Roy McPipe,Montana State University Billings,,,,,,,,,,,,,,,,,,no career
1973,137.0,137.0,BOS,Robert White,Sam Houston State University,,,,,,,,,,,,,,,,,,no career
1973,139.0,139.0,POR,Mike Contreras,Arizona State,,,,,,,,,,,,,,,,,,no career
1973,140.0,140.0,BUF,Bob Fullarton,Xavier,,,,,,,,,,,,,,,,,,no career
1973,141.0,141.0,SEA,Greg Williams,Seattle University,,,,,,,,,,,,,,,,,,no career
1973,142.0,142.0,CLE,Les Taylor,Murray State,,,,,,,,,,,,,,,,,,no career
1973,143.0,143.0,KCO,James Brown,Dartmouth College,,,,,,,,,,,,,,,,,,no career
1973,144.0,144.0,PHO,Sandy Smith,Winston-Salem State,,,,,,,,,,,,,,,,,,no career
1973,145.0,145.0,DET,Bill Kilgore,Michigan State,,,,,,,,,,,,,,,,,,no career
1973,146.0,146.0,GSW,Everett Fopma,Idaho State University,,,,,,,,,,,,,,,,,,no career
1973,147.0,147.0,CHI,Ruben Montanez,Duquesne,,,,,,,,,,,,,,,,,,no career
1973,148.0,148.0,CAP,Mike Boylan,Assumption College,,,,,,,,,,,,,,,,,,no career
1973,149.0,149.0,NYK,Joe Wise,Bridgewater State College,,,,,,,,,,,,,,,,,,no career
1973,150.0,150.0,MIL,Bob Vacca,Quinnipiac University,,,,,,,,,,,,,,,,,,no career
1973,151.0,151.0,BOS,Corky Taylor,Minnesota,,,,,,,,,,,,,,,,,,no career
1973,152.0,152.0,PHI,Abe Steward,Jacksonville University,,,,,,,,,,,,,,,,,,no career
1973,153.0,153.0,BUF,Nick Conner,Illinois,,,,,,,,,,,,,,,,,,no career
1973,154.0,154.0,POR,Sam Whitehead,Oregon State,,,,,,,,,,,,,,,,,,no career
1973,155.0,155.0,SEA,Bob Bodell,Maryland,,,,,,,,,,,,,,,,,,no career
1973,156.0,156.0,CLE,Dean Martin,Baldwin-Wallace College,,,,,,,,,,,,,,,,,,no career
1973,157.0,157.0,KCO,Ernie Kusnyer,Kansas State,,,,,,,,,,,,,,,,,,no career
1973,158.0,158.0,PHO,Claude White,Elmhurst College,,,,,,,,,,,,,,,,,,no career
1973,159.0,159.0,DET,Bob Solomon,Wayne State University,,,,,,,,,,,,,,,,,,no career
1973,160.0,160.0,GSW,Fred Lavaroni,Santa Clara,,,,,,,,,,,,,,,,,,no career
1973,161.0,161.0,CHI,Russ Hunt,Furman University,,,,,,,,,,,,,,,,,,no career
1973,162.0,162.0,CAP,Dicky Kelly,Bay College,,,,,,,,,,,,,,,,,,no career
1973,163.0,163.0,NYK,Ed Fields,LIU Post,,,,,,,,,,,,,,,,,,no career
1973,164.0,164.0,MIL,Ron Battle,Sam Houston State University,,,,,,,,,,,,,,,,,,no career
1973,165.0,165.0,BOS,Steve Turner,Vanderbilt,,,,,,,,,,,,,,,,,,no career
1973,167.0,167.0,POR,Eddie Payne,Wake Forest,,,,,,,,,,,,,,,,,,no career
1973,168.0,168.0,BUF,Mike Lee,Syracuse,,,,,,,,,,,,,,,,,,no career
1973,169.0,169.0,CLE,Floyd Lewis,Harvard University,,,,,,,,,,,,,,,,,,no career
1973,170.0,170.0,PHO,Lynn Greer,Virginia State University,,,,,,,,,,,,,,,,,,no career
1973,171.0,171.0,DET,Len Paul,University of Akron,,,,,,,,,,,,,,,,,,no career
1973,172.0,172.0,CAP,Dale Adams,St. Mary's College of Maryland,,,,,,,,,,,,,,,,,,no career
1973,173.0,173.0,NYK,Charles Edge,LeMoyne-Owen College,,,,,,,,,,,,,,,,,,no career
1973,174.0,174.0,BOS,Ed Hastings,Villanova,,,,,,,,,,,,,,,,,,no career
1973,175.0,175.0,PHI,Connie Warren,Xavier,,,,,,,,,,,,,,,,,,no career
1973,176.0,176.0,BUF,Aaron Covington,Canisius,,,,,,,,,,,,,,,,,,no career
1973,177.0,177.0,POR,Rick Holdt,NC State,,,,,,,,,,,,,,,,,,no career
1973,178.0,178.0,CLE,Chris McMurray,San Diego State,,,,,,,,,,,,,,,,,,no career
1973,179.0,179.0,PHO,Laymon Williamson,Samford University,,,,,,,,,,,,,,,,,,no career
1973,180.0,180.0,DET,Clarence Carlisle,Ferris State University,,,,,,,,,,,,,,,,,,no career
1973,181.0,181.0,CAP,Mike Battle,George Washington,,,,,,,,,,,,,,,,,,no career
1973,182.0,182.0,BOS,Bruce Winkler,Santa Clara,,,,,,,,,,,,,,,,,,no career
1973,183.0,183.0,PHI,Jim Crawford,La Salle,,,,,,,,,,,,,,,,,,no career
1973,184.0,184.0,BUF,Bob Vartanian,Buffalo,,,,,,,,,,,,,,,,,,no career
1973,185.0,185.0,CLE,John Penebacker,Hawaii,,,,,,,,,,,,,,,,,,no career
1973,186.0,186.0,PHO,Kalevi Sarkalahti,BYU,,,,,,,,,,,,,,,,,,no career
1973,187.0,187.0,CAP,Chet Davis,Morgan State University,,,,,,,,,,,,,,,,,,no career
1973,188.0,188.0,BOS,Scott Koelzer,Montana State,,,,,,,,,,,,,,,,,,no career
1973,189.0,189.0,PHI,Ernie Johnson,Michigan,,,,,,,,,,,,,,,,,,no career
1973,190.0,190.0,BUF,Ron Gilliam,State University of New York at Brockport,,,,,,,,,,,,,,,,,,no career
1973,191.0,191.0,CLE,Charles Mitchell,Eastern Kentucky University,,,,,,,,,,,,,,,,,,no career
1973,192.0,192.0,CAP,Howard White,Maryland,,,,,,,,,,,,,,,,,,no career
1973,193.0,193.0,BOS,Rick Williams,Iowa,,,,,,,,,,,,,,,,,,no career
1973,194.0,194.0,PHI,Lionel Harris,Cincinnati,,,,,,,,,,,,,,,,,,no career
1973,195.0,195.0,BUF,John Fraley,Georgia,,,,,,,,,,,,,,,,,,no career
1973,196.0,196.0,CLE,Reese Stovall,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,,no career
1973,197.0,197.0,CAP,Shorty Simmons,St. Mary's College of Maryland,,,,,,,,,,,,,,,,,,no career
1973,198.0,198.0,BOS,James Gilchrist,Florida Southern College,,,,,,,,,,,,,,,,,,no career
1973,199.0,199.0,PHI,Larry Robinson,Tennessee,,,,,,,,,,,,,,,,,,no career
1973,200.0,200.0,BUF,John Green,Oregon,,,,,,,,,,,,,,,,,,no career
1973,201.0,201.0,CLE,Tom O'Connor,Iowa,,,,,,,,,,,,,,,,,,no career
1973,202.0,202.0,BOS,Sam Barber,Bethune-Cookman College,,,,,,,,,,,,,,,,,,no career
1973,203.0,203.0,PHI,Tony Prince,St. John's,,,,,,,,,,,,,,,,,,no career
1973,205.0,205.0,CLE,Phil Elderkin,,,,,,,,,,,,,,,,,,,no career
1973,206.0,206.0,BOS,Lamont King,Cal State Long Beach,,,,,,,,,,,,,,,,,,no career
1973,207.0,207.0,BUF,Donn Johnston,UNC,,,,,,,,,,,,,,,,,,no career
1973,208.0,208.0,BOS,Peter Gavett,University of Maine,,,,,,,,,,,,,,,,,,no career
1973,209.0,209.0,BUF,Ron Thorsen,University of British Columbia,,,,,,,,,,,,,,,,,,no career
1973,210.0,210.0,BOS,Tom Austin,UMass,,,,,,,,,,,,,,,,,,no career
1973,211.0,211.0,BUF,Phil Tollestrup,BYU,,,,,,,,,,,,,,,,,,no career
1974,36.0,36.0,POR,Rubin Collins,University of Maryland Eastern Shore,,,,,,,,,,,,,,,,,,no career
1974,41.0,41.0,HOU,Robert Wilson,Iowa State,,,,,,,,,,,,,,,,,,no career
1974,46.0,46.0,NOJ,Bruce King,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,,no career
1974,48.0,48.0,LAL,Jim Bradley,Northern Illinois,,,,,,,,,,,,,,,,,,no career
1974,50.0,50.0,NYK,Rudy Jackson,Hutchinson Community College,,,,,,,,,,,,,,,,,,no career
1974,51.0,51.0,DET,Roland Grant,New Mexico State,,,,,,,,,,,,,,,,,,no career
1974,53.0,53.0,BOS,Roscoe Pondexter,Cal State Long Beach,,,,,,,,,,,,,,,,,,no career
1974,54.0,54.0,MIL,Greg McDougald,Oral Roberts,,,,,,,,,,,,,,,,,,no career
1974,55.0,55.0,PHI,Butch Taylor,Jacksonville University,,,,,,,,,,,,,,,,,,no career
1974,57.0,57.0,CLE,Jimmy Foster,UConn,,,,,,,,,,,,,,,,,,no career
1974,58.0,58.0,PHO,Randy Allen,Indiana University of Pennsylvania,,,,,,,,,,,,,,,,,,no career
1974,59.0,59.0,HOU,Larry Robinson,Texas,,,,,,,,,,,,,,,,,,no career
1974,60.0,60.0,KCO,Lloyd Batts,Cincinnati,,,,,,,,,,,,,,,,,,no career
1974,61.0,61.0,ATL,Ed Palubinskas,LSU,,,,,,,,,,,,,,,,,,no career
1974,62.0,62.0,SEA,William Gordon,University of Maryland Eastern Shore,,,,,,,,,,,,,,,,,,no career
1974,64.0,64.0,NOJ,Ray Price,Washington,,,,,,,,,,,,,,,,,,no career
1974,65.0,65.0,GSW,Willie Biles,Tulsa,,,,,,,,,,,,,,,,,,no career
1974,67.0,67.0,LAL,Ron deVries,Illinois State,,,,,,,,,,,,,,,,,,no career
1974,68.0,68.0,NYK,Roy Ebron,Louisiana,,,,,,,,,,,,,,,,,,no career
1974,69.0,69.0,DET,Mickey Martin,Pitt,,,,,,,,,,,,,,,,,,no career
1974,70.0,70.0,CHI,Jim Forbes,Texas-El Paso,,,,,,,,,,,,,,,,,,no career
1974,71.0,71.0,BOS,Lerman Battle,Fairmont State University,,,,,,,,,,,,,,,,,,no career
1974,72.0,72.0,MIL,Lionel Billingy,Duquesne,,,,,,,,,,,,,,,,,,no career
1974,73.0,73.0,PHI,Gary Crowthers,Hardin-Simmons University,,,,,,,,,,,,,,,,,,no career
1974,74.0,74.0,POR,Bernard Hardin,New Mexico,,,,,,,,,,,,,,,,,,no career
1974,75.0,75.0,CLE,Gary Novak,Notre Dame,,,,,,,,,,,,,,,,,,no career
1974,76.0,76.0,PHO,Ralph Bobik,Creighton,,,,,,,,,,,,,,,,,,no career
1974,78.0,78.0,KCO,Terry Compton,Vanderbilt,,,,,,,,,,,,,,,,,,no career
1974,79.0,79.0,ATL,Tyrone Medley,Utah,,,,,,,,,,,,,,,,,,no career
1974,81.0,81.0,BUF,Tony Byers,Wake Forest,,,,,,,,,,,,,,,,,,no career
1974,83.0,83.0,GSW,Steve Erickson,Oregon State,,,,,,,,,,,,,,,,,,no career
1974,84.0,84.0,LAL,Seymour Reed,Bradley,,,,,,,,,,,,,,,,,,no career
1974,85.0,85.0,WSB,Gary Anderson,Washington,,,,,,,,,,,,,,,,,,no career
1974,87.0,87.0,DET,Joe Newman,Temple,,,,,,,,,,,,,,,,,,no career
1974,88.0,88.0,CHI,Randy Knowles,Texas A&M,,,,,,,,,,,,,,,,,,no career
1974,91.0,91.0,PHI,Mike Westra,USC,,,,,,,,,,,,,,,,,,no career
1974,93.0,93.0,CLE,Aron Stewart,Richmond,,,,,,,,,,,,,,,,,,no career
1974,94.0,94.0,PHO,Collis Temple,LSU,,,,,,,,,,,,,,,,,,no career
1974,95.0,95.0,HOU,Lawrence Johnson,Prairie View A&M University,,,,,,,,,,,,,,,,,,no career
1974,96.0,96.0,KCO,Ron Kennedy,Arizona,,,,,,,,,,,,,,,,,,no career
1974,97.0,97.0,ATL,Sam Hervey,SMU,,,,,,,,,,,,,,,,,,no career
1974,99.0,99.0,BUF,Gary Link,Missouri,,,,,,,,,,,,,,,,,,no career
1974,100.0,100.0,NOJ,Lawrence McCray,Florida State,,,,,,,,,,,,,,,,,,no career
1974,101.0,101.0,GSW,John Errecart,University of the Pacific,,,,,,,,,,,,,,,,,,no career
1974,102.0,102.0,WSB,Roy McPipe,Montana State University Billings,,,,,,,,,,,,,,,,,,no career
1974,103.0,103.0,LAL,Billy Morris,Saint Louis,,,,,,,,,,,,,,,,,,no career
1974,104.0,104.0,NYK,Terry Mikan,St. Thomas University,,,,,,,,,,,,,,,,,,no career
1974,105.0,105.0,DET,Mike Sylvester,Dayton,,,,,,,,,,,,,,,,,,no career
1974,106.0,106.0,CHI,Robert Rosier,St. Thomas University,,,,,,,,,,,,,,,,,,no career
1974,107.0,107.0,BOS,Gene Harmon,Creighton,,,,,,,,,,,,,,,,,,no career
1974,108.0,108.0,MIL,Larry Williams,Kansas State,,,,,,,,,,,,,,,,,,no career
1974,109.0,109.0,PHI,Dave Stoczynski,Gannon University,,,,,,,,,,,,,,,,,,no career
1974,110.0,110.0,POR,Doug Richards,BYU,,,,,,,,,,,,,,,,,,no career
1974,111.0,111.0,CLE,Mike Robinson,Michigan State,,,,,,,,,,,,,,,,,,no career
1974,112.0,112.0,PHO,Clyde Dickey,Boise State,,,,,,,,,,,,,,,,,,no career
1974,113.0,113.0,HOU,Kevin Fitzgerald,Oklahoma State,,,,,,,,,,,,,,,,,,no career
1974,114.0,114.0,KCO,Mark Brown,Missouri Western State College,,,,,,,,,,,,,,,,,,no career
